,OEM,MODEL,BODY_TYPE,PRICE_IN_LAKHS,YEAR,MONTH,SALE,SALE_OUT_OF
966,Maruti Suzuki,Celerio,Hatchback,5.14,2021,1,6963.0,139002.0
967,Maruti Suzuki,Ciaz,Sedan,8.67,2021,1,1347.0,139002.0
968,Maruti Suzuki,Dzire,Sedan,6.09,2021,1,15125.0,139002.0
969,Maruti Suzuki,Eeco,Van,4.53,2021,1,11680.0,139002.0
970,Maruti Suzuki,Ertiga,MUV,8.11,2021,1,9565.0,139002.0
971,Maruti Suzuki,Ignis,Hatchback,5.08,2021,1,3854.0,139002.0
972,Maruti Suzuki,S-Cross,SUV,8.6,2021,1,580.0,139002.0
973,Maruti Suzuki,S-Presso,SUV,3.85,2021,1,6893.0,139002.0
974,Maruti Suzuki,Swift,Hatchback,5.9,2021,1,17180.0,139002.0
975,Maruti Suzuki,Vitara Brezza,SUV,7.68,2021,1,10623.0,139002.0
976,Maruti Suzuki,WagonR,Hatchback,5.16,2021,1,17165.0,139002.0
977,Maruti Suzuki,XL6,MUV,10.01,2021,1,3119.0,139002.0
978,MG,Gloster,SUV,30.99,2021,1,475.0,3602.0
979,MG,Hector,SUV,13.95,2021,1,3003.0,3602.0
980,MG,ZS EV,SUV,21.49,2021,1,124.0,3602.0
981,Nissan,Kicks,SUV,9.5,2021,1,150.0,3181.0
982,Nissan,Magnite,SUV,5.77,2021,1,3031.0,3181.0
983,Renault,Duster,SUV,9.85,2021,1,336.0,8209.0
984,Renault,Kiger,SUV,5.79,2021,1,,8209.0
985,Renault,Kwid,Hatchback,4.24,2021,1,3791.0,8209.0
986,Renault,Triber,MUV,5.67,2021,1,4082.0,8209.0
987,Skoda,Karoq,SUV,24.99,2021,1,,1004.0
988,Skoda,Kodiaq,SUV,34.99,2021,1,,1004.0
989,Skoda,Octavia,Sedan,26.29,2021,1,8.0,1004.0
990,Skoda,Rapid,Sedan,11.99,2021,1,757.0,1004.0
991,Skoda,Superb,Sedan,32.85,2021,1,239.0,1004.0
992,Tata,Altroz,Hatchback,5.99,2021,1,7378.0,26980.0
993,Tata,Harrier,SUV,14.49,2021,1,2443.0,26980.0
994,Tata,Nexon,SUV,7.39,2021,1,8225.0,26980.0
995,Tata,Safari,MUV,14.99,2021,1,,26980.0
996,Tata,Tiago,Hatchback,5.19,2021,1,6909.0,26980.0
997,Tata,Tigor,Hatchback,5.79,2021,1,2025.0,26980.0
998,Toyota,Camry,Sedan,41.7,2021,1,45.0,11126.0
999,Toyota,Fortuner,MUV,31.38,2021,1,1169.0,11126.0
1000,Toyota,Glanza,Hatchback,7.69,2021,1,2556.0,11126.0
1001,Toyota,Innova,MUV,17.3,2021,1,3939.0,11126.0
1002,Toyota,Urban Cruiser,SUV,8.87,2021,1,3005.0,11126.0
1003,Toyota,Vellfire,Van,89.85,2021,1,,11126.0
1004,Toyota,Yaris,Sedan,9.29,2021,1,412.0,11126.0
1005,Volkswagen,Polo,Hatchback,6.49,2021,1,1747.0,2041.0
1006,Volkswagen,Tiguan,SUV,11.0,2021,1,74.0,2041.0
1007,Volkswagen,T-Roc,SUV,21.35,2021,1,,2041.0
1008,Volkswagen,Vento,Sedan,10.0,2021,1,220.0,2041.0
1009,Datsun,Go,Hatchback,4.03,2021,2,29.0,990.0
1010,Datsun,Go Plus,MUV,4.26,2021,2,72.0,990.0
1011,Datsun,RediGo,Hatchback,3.98,2021,2,889.0,990.0
1012,Honda,Amaze,Sedan,6.39,2021,2,4939.0,9321.0
1013,Honda,City,Sedan,11.23,2021,2,2524.0,9321.0
1014,Honda,Civic,Sedan,17.95,2021,2,,9321.0
1015,Honda,CRV,MUV,20.0,2021,2,1.0,9321.0
1016,Honda,Jazz,Hatchback,7.72,2021,2,856.0,9321.0
1017,Honda,WRV,SUV,8.83,2021,2,1001.0,9321.0
1018,Hyundai,Alcazar,SUV,16.34,2021,2,,51600.0
1019,Hyundai,Creta,SUV,10.22,2021,2,12428.0,51600.0
1020,Hyundai,Elantra,Sedan,17.86,2021,2,40.0,51600.0
1021,Hyundai,Grand i10,Hatchback,5.0,2021,2,10270.0,51600.0
1022,Hyundai,i20,Hatchback,4.88,2021,2,9001.0,51600.0
1023,Hyundai,Kona,Electric,23.0,2021,2,10.0,51600.0
1024,Hyundai,Santro,Hatchback,3.13,2021,2,2128.0,51600.0
1025,Hyundai,Tucson,SUV,23.0,2021,2,152.0,51600.0
1026,Hyundai,Venue,SUV,7.0,2021,2,11224.0,51600.0
1027,Hyundai,Verna,Sedan,8.0,2021,2,2047.0,51600.0
1028,Hyundai,"Xcent, Aura",Sedan,6.0,2021,2,4300.0,51600.0
1029,Jeep,Compass,SUV,17.79,2021,2,1103.0,1103.0
1030,Jeep,Wrangler,SUV,56.33,2021,2,,1103.0
1031,Kia,Carnival,Van,25.48,2021,2,400.0,16702.0
1032,Kia,Seltos,SUV,9.95,2021,2,8305.0,16702.0
1033,Kia,Sonet,SUV,9.95,2021,2,7997.0,16702.0
1034,Mahindra,Alturas G4,SUV,28.85,2021,2,36.0,15380.0
1035,Mahindra,Bolero,SUV,8.99,2021,2,4843.0,15380.0
1036,Mahindra,KUV100,SUV,6.19,2021,2,4.0,15380.0
1037,Mahindra,Marazzo,SUV,12.79,2021,2,120.0,15380.0
1038,Mahindra,Scorpio,SUV,13.18,2021,2,3532.0,15380.0
1039,Mahindra,Thar,SUV,13.17,2021,2,2842.0,15380.0
1040,Mahindra,TUV300,SUV,15.0,2021,2,,15380.0
1041,Mahindra,XUV300,SUV,8.16,2021,2,3174.0,15380.0
1042,Mahindra,XUV500,SUV,13.0,2021,2,829.0,15380.0
1043,Maruti Suzuki,Alto,Hatchback,3.25,2021,2,16919.0,144761.0
1044,Maruti Suzuki,Baleno,Hatchback,6.03,2021,2,20070.0,144761.0
1045,Maruti Suzuki,Celerio,Hatchback,5.14,2021,2,6214.0,144761.0
1046,Maruti Suzuki,Ciaz,Sedan,8.67,2021,2,1510.0,144761.0
1047,Maruti Suzuki,Dzire,Sedan,6.09,2021,2,11901.0,144761.0
1048,Maruti Suzuki,Eeco,Van,4.53,2021,2,11891.0,144761.0
1049,Maruti Suzuki,Ertiga,MUV,8.11,2021,2,9774.0,144761.0
1050,Maruti Suzuki,Ignis,Hatchback,5.08,2021,2,3340.0,144761.0
1051,Maruti Suzuki,S-Cross,SUV,8.6,2021,2,2505.0,144761.0
1052,Maruti Suzuki,S-Presso,SUV,3.85,2021,2,7040.0,144761.0
1053,Maruti Suzuki,Swift,Hatchback,5.9,2021,2,20264.0,144761.0
1054,Maruti Suzuki,Vitara Brezza,SUV,7.68,2021,2,11585.0,144761.0
1055,Maruti Suzuki,WagonR,Hatchback,5.16,2021,2,18728.0,144761.0
1056,Maruti Suzuki,XL6,MUV,10.01,2021,2,3020.0,144761.0
1057,MG,Gloster,SUV,30.99,2021,2,463.0,4329.0
1058,MG,Hector,SUV,13.95,2021,2,3662.0,4329.0
1059,MG,ZS EV,SUV,21.49,2021,2,204.0,4329.0
1060,Nissan,Kicks,SUV,9.5,2021,2,263.0,3254.0
1061,Nissan,Magnite,SUV,5.77,2021,2,2991.0,3254.0
1062,Renault,Duster,SUV,9.85,2021,2,337.0,11043.0
1063,Renault,Kiger,SUV,5.79,2021,2,3226.0,11043.0
1064,Renault,Kwid,Hatchback,4.24,2021,2,3927.0,11043.0
1065,Renault,Triber,MUV,5.67,2021,2,3553.0,11043.0
1066,Skoda,Karoq,SUV,24.99,2021,2,2.0,853.0
1067,Skoda,Kodiaq,SUV,34.99,2021,2,,853.0
1068,Skoda,Octavia,Sedan,26.29,2021,2,2.0,853.0
1069,Skoda,Rapid,Sedan,11.99,2021,2,614.0,853.0
1070,Skoda,Superb,Sedan,32.85,2021,2,235.0,853.0
1071,Tata,Altroz,Hatchback,5.99,2021,2,6832.0,27224.0
1072,Tata,Harrier,SUV,14.49,2021,2,2030.0,27224.0
1073,Tata,Nexon,SUV,7.39,2021,2,7929.0,27224.0
1074,Tata,Safari,MUV,14.99,2021,2,1707.0,27224.0
1075,Tata,Tiago,Hatchback,5.19,2021,2,6787.0,27224.0
1076,Tata,Tigor,Hatchback,5.79,2021,2,1939.0,27224.0
1077,Toyota,Camry,Sedan,41.7,2021,2,15.0,14069.0
1078,Toyota,Fortuner,MUV,31.38,2021,2,2053.0,14069.0
1079,Toyota,Glanza,Hatchback,7.69,2021,2,2743.0,14069.0
1080,Toyota,Innova,MUV,17.3,2021,2,6018.0,14069.0
1081,Toyota,Urban Cruiser,SUV,8.87,2021,2,2549.0,14069.0
1082,Toyota,Vellfire,Van,89.85,2021,2,34.0,14069.0
1083,Toyota,Yaris,Sedan,9.29,2021,2,657.0,14069.0
1084,Volkswagen,Polo,Hatchback,6.49,2021,2,1937.0,2186.0
1085,Volkswagen,Tiguan,SUV,11.0,2021,2,63.0,2186.0
1086,Volkswagen,T-Roc,SUV,21.35,2021,2,,2186.0
1087,Volkswagen,Vento,Sedan,10.0,2021,2,186.0,2186.0
1088,Datsun,Go,Hatchback,4.03,2021,3,19.0,884.0
1089,Datsun,Go Plus,MUV,4.26,2021,3,30.0,884.0
1090,Datsun,RediGo,Hatchback,3.98,2021,3,835.0,884.0
1091,Honda,Amaze,Sedan,6.39,2021,3,4596.0,7103.0
1092,Honda,City,Sedan,11.23,2021,3,815.0,7103.0
1093,Honda,Civic,Sedan,17.95,2021,3,6.0,7103.0
1094,Honda,CRV,MUV,20.0,2021,3,1.0,7103.0
1095,Honda,Jazz,Hatchback,7.72,2021,3,707.0,7103.0
1096,Honda,WRV,SUV,8.83,2021,3,978.0,7103.0
1097,Hyundai,Alcazar,SUV,16.34,2021,3,,52600.0
1098,Hyundai,Creta,SUV,10.22,2021,3,12640.0,52600.0
1099,Hyundai,Elantra,Sedan,17.86,2021,3,53.0,52600.0
1100,Hyundai,Grand i10,Hatchback,5.0,2021,3,11020.0,52600.0
1101,Hyundai,i20,Hatchback,4.88,2021,3,9045.0,52600.0
1102,Hyundai,Kona,Electric,23.0,2021,3,11.0,52600.0
1103,Hyundai,Santro,Hatchback,3.13,2021,3,2165.0,52600.0
1104,Hyundai,Tucson,SUV,23.0,2021,3,143.0,52600.0
1105,Hyundai,Venue,SUV,7.0,2021,3,10722.0,52600.0
1106,Hyundai,Verna,Sedan,8.0,2021,3,2778.0,52600.0
1107,Hyundai,"Xcent, Aura",Sedan,6.0,2021,3,4023.0,52600.0
1108,Jeep,Compass,SUV,17.79,2021,3,1360.0,1360.0
1109,Jeep,Wrangler,SUV,56.33,2021,3,,1360.0
1110,Kia,Carnival,Van,25.48,2021,3,45.0,19100.0
1111,Kia,Seltos,SUV,9.95,2021,3,10557.0,19100.0
1112,Kia,Sonet,SUV,9.95,2021,3,8498.0,19100.0
1113,Mahindra,Alturas G4,SUV,28.85,2021,3,49.0,16643.0
1114,Mahindra,Bolero,SUV,8.99,2021,3,8905.0,16643.0
1115,Mahindra,KUV100,SUV,6.19,2021,3,1.0,16643.0
1116,Mahindra,Marazzo,SUV,12.79,2021,3,255.0,16643.0
1117,Mahindra,Scorpio,SUV,13.18,2021,3,2331.0,16643.0
1118,Mahindra,Thar,SUV,13.17,2021,3,1912.0,16643.0
1119,Mahindra,TUV300,SUV,15.0,2021,3,,16643.0
1120,Mahindra,XUV300,SUV,8.16,2021,3,2587.0,16643.0
1121,Mahindra,XUV500,SUV,13.0,2021,3,603.0,16643.0
1122,Maruti Suzuki,Alto,Hatchback,3.25,2021,3,17401.0,146203.0
1123,Maruti Suzuki,Baleno,Hatchback,6.03,2021,3,21217.0,146203.0
1124,Maruti Suzuki,Celerio,Hatchback,5.14,2021,3,4720.0,146203.0
1125,Maruti Suzuki,Ciaz,Sedan,8.67,2021,3,1628.0,146203.0
1126,Maruti Suzuki,Dzire,Sedan,6.09,2021,3,11434.0,146203.0
1127,Maruti Suzuki,Eeco,Van,4.53,2021,3,11547.0,146203.0
1128,Maruti Suzuki,Ertiga,MUV,8.11,2021,3,9303.0,146203.0
1129,Maruti Suzuki,Ignis,Hatchback,5.08,2021,3,4359.0,146203.0
1130,Maruti Suzuki,S-Cross,SUV,8.6,2021,3,2535.0,146203.0
1131,Maruti Suzuki,S-Presso,SUV,3.85,2021,3,7252.0,146203.0
1132,Maruti Suzuki,Swift,Hatchback,5.9,2021,3,21714.0,146203.0
1133,Maruti Suzuki,Vitara Brezza,SUV,7.68,2021,3,11274.0,146203.0
1134,Maruti Suzuki,WagonR,Hatchback,5.16,2021,3,18757.0,146203.0
1135,Maruti Suzuki,XL6,MUV,10.01,2021,3,3062.0,146203.0
1136,MG,Gloster,SUV,30.99,2021,3,505.0,5528.0
1137,MG,Hector,SUV,13.95,2021,3,4720.0,5528.0
1138,MG,ZS EV,SUV,21.49,2021,3,303.0,5528.0
1139,Nissan,Kicks,SUV,9.5,2021,3,141.0,3128.0
1140,Nissan,Magnite,SUV,5.77,2021,3,2987.0,3128.0
1141,Renault,Duster,SUV,9.85,2021,3,252.0,12356.0
1142,Renault,Kiger,SUV,5.79,2021,3,3839.0,12356.0
1143,Renault,Kwid,Hatchback,4.24,2021,3,4132.0,12356.0
1144,Renault,Triber,MUV,5.67,2021,3,4133.0,12356.0
1145,Skoda,Karoq,SUV,24.99,2021,3,1.0,1159.0
1146,Skoda,Kodiaq,SUV,34.99,2021,3,,1159.0
1147,Skoda,Octavia,Sedan,26.29,2021,3,5.0,1159.0
1148,Skoda,Rapid,Sedan,11.99,2021,3,903.0,1159.0
1149,Skoda,Superb,Sedan,32.85,2021,3,250.0,1159.0
1150,Tata,Altroz,Hatchback,5.99,2021,3,7550.0,29655.0
1151,Tata,Harrier,SUV,14.49,2021,3,2284.0,29655.0
1152,Tata,Nexon,SUV,7.39,2021,3,8683.0,29655.0
1153,Tata,Safari,MUV,14.99,2021,3,2148.0,29655.0
1154,Tata,Tiago,Hatchback,5.19,2021,3,6893.0,29655.0
1155,Tata,Tigor,Hatchback,5.79,2021,3,2097.0,29655.0
1156,Toyota,Camry,Sedan,41.7,2021,3,31.0,14997.0
1157,Toyota,Fortuner,MUV,31.38,2021,3,2136.0,14997.0
1158,Toyota,Glanza,Hatchback,7.69,2021,3,2989.0,14997.0
1159,Toyota,Innova,MUV,17.3,2021,3,5743.0,14997.0
1160,Toyota,Urban Cruiser,SUV,8.87,2021,3,3162.0,14997.0
1161,Toyota,Vellfire,Van,89.85,2021,3,65.0,14997.0
1162,Toyota,Yaris,Sedan,9.29,2021,3,871.0,14997.0
1163,Volkswagen,Polo,Hatchback,6.49,2021,3,1888.0,2025.0
1164,Volkswagen,Tiguan,SUV,11.0,2021,3,,2025.0
1165,Volkswagen,T-Roc,SUV,21.35,2021,3,,2025.0
1166,Volkswagen,Vento,Sedan,10.0,2021,3,137.0,2025.0
1167,Datsun,Go,Hatchback,4.03,2021,4,30.0,407.0
1168,Datsun,Go Plus,MUV,4.26,2021,4,31.0,407.0
1169,Datsun,RediGo,Hatchback,3.98,2021,4,346.0,407.0
1170,Honda,Amaze,Sedan,6.39,2021,4,3920.0,9072.0
1171,Honda,City,Sedan,11.23,2021,4,3128.0,9072.0
1172,Honda,Civic,Sedan,17.95,2021,4,,9072.0
1173,Honda,CRV,MUV,20.0,2021,4,,9072.0
1174,Honda,Jazz,Hatchback,7.72,2021,4,830.0,9072.0
1175,Honda,WRV,SUV,8.83,2021,4,1194.0,9072.0
1176,Hyundai,Alcazar,SUV,16.34,2021,4,,49002.0
1177,Hyundai,Creta,SUV,10.22,2021,4,12463.0,49002.0
1178,Hyundai,Elantra,Sedan,17.86,2021,4,53.0,49002.0
1179,Hyundai,Grand i10,Hatchback,5.0,2021,4,11540.0,49002.0
1180,Hyundai,i20,Hatchback,4.88,2021,4,5002.0,49002.0
1181,Hyundai,Kona,Electric,23.0,2021,4,12.0,49002.0
1182,Hyundai,Santro,Hatchback,3.13,2021,4,2683.0,49002.0
1183,Hyundai,Tucson,SUV,23.0,2021,4,105.0,49002.0
1184,Hyundai,Venue,SUV,7.0,2021,4,11245.0,49002.0
1185,Hyundai,Verna,Sedan,8.0,2021,4,2552.0,49002.0
1186,Hyundai,"Xcent, Aura",Sedan,6.0,2021,4,3347.0,49002.0
1187,Jeep,Compass,SUV,17.79,2021,4,846.0,846.0
1188,Jeep,Wrangler,SUV,56.33,2021,4,,846.0
1189,Kia,Carnival,Van,25.48,2021,4,301.0,16111.0
1190,Kia,Seltos,SUV,9.95,2021,4,8086.0,16111.0
1191,Kia,Sonet,SUV,9.95,2021,4,7724.0,16111.0
1192,Mahindra,Alturas G4,SUV,28.85,2021,4,24.0,18186.0
1193,Mahindra,Bolero,SUV,8.99,2021,4,6152.0,18186.0
1194,Mahindra,KUV100,SUV,6.19,2021,4,5.0,18186.0
1195,Mahindra,Marazzo,SUV,12.79,2021,4,161.0,18186.0
1196,Mahindra,Scorpio,SUV,13.18,2021,4,3577.0,18186.0
1197,Mahindra,Thar,SUV,13.17,2021,4,3406.0,18186.0
1198,Mahindra,TUV300,SUV,15.0,2021,4,,18186.0
1199,Mahindra,XUV300,SUV,8.16,2021,4,4144.0,18186.0
1200,Mahindra,XUV500,SUV,13.0,2021,4,717.0,18186.0
1201,Maruti Suzuki,Alto,Hatchback,3.25,2021,4,17303.0,135879.0
1202,Maruti Suzuki,Baleno,Hatchback,6.03,2021,4,16384.0,135879.0
1203,Maruti Suzuki,Celerio,Hatchback,5.14,2021,4,367.0,135879.0
1204,Maruti Suzuki,Ciaz,Sedan,8.67,2021,4,1567.0,135879.0
1205,Maruti Suzuki,Dzire,Sedan,6.09,2021,4,14073.0,135879.0
1206,Maruti Suzuki,Eeco,Van,4.53,2021,4,11469.0,135879.0
1207,Maruti Suzuki,Ertiga,MUV,8.11,2021,4,8644.0,135879.0
1208,Maruti Suzuki,Ignis,Hatchback,5.08,2021,4,4522.0,135879.0
1209,Maruti Suzuki,S-Cross,SUV,8.6,2021,4,2247.0,135879.0
1210,Maruti Suzuki,S-Presso,SUV,3.85,2021,4,7738.0,135879.0
1211,Maruti Suzuki,Swift,Hatchback,5.9,2021,4,18316.0,135879.0
1212,Maruti Suzuki,Vitara Brezza,SUV,7.68,2021,4,11220.0,135879.0
1213,Maruti Suzuki,WagonR,Hatchback,5.16,2021,4,18656.0,135879.0
1214,Maruti Suzuki,XL6,MUV,10.01,2021,4,3373.0,135879.0
1215,MG,Gloster,SUV,30.99,2021,4,302.0,2605.0
1216,MG,Hector,SUV,13.95,2021,4,2147.0,2605.0
1217,MG,ZS EV,SUV,21.49,2021,4,156.0,2605.0
1218,Nissan,Kicks,SUV,9.5,2021,4,58.0,2964.0
1219,Nissan,Magnite,SUV,5.77,2021,4,2904.0,2964.0
1220,Renault,Duster,SUV,9.85,2021,4,180.0,8642.0
1221,Renault,Kiger,SUV,5.79,2021,4,2800.0,8642.0
1222,Renault,Kwid,Hatchback,4.24,2021,4,3236.0,8642.0
1223,Renault,Triber,MUV,5.67,2021,4,2426.0,8642.0
1224,Skoda,Karoq,SUV,24.99,2021,4,3.0,961.0
1225,Skoda,Kodiaq,SUV,34.99,2021,4,,961.0
1226,Skoda,Octavia,Sedan,26.29,2021,4,5.0,961.0
1227,Skoda,Rapid,Sedan,11.99,2021,4,848.0,961.0
1228,Skoda,Superb,Sedan,32.85,2021,4,105.0,961.0
1229,Tata,Altroz,Hatchback,5.99,2021,4,6649.0,25096.0
1230,Tata,Harrier,SUV,14.49,2021,4,1712.0,25096.0
1231,Tata,Nexon,SUV,7.39,2021,4,6938.0,25096.0
1232,Tata,Safari,MUV,14.99,2021,4,1514.0,25096.0
1233,Tata,Tiago,Hatchback,5.19,2021,4,6656.0,25096.0
1234,Tata,Tigor,Hatchback,5.79,2021,4,1627.0,25096.0
1235,Toyota,Camry,Sedan,41.7,2021,4,,9621.0
1236,Toyota,Fortuner,MUV,31.38,2021,4,1414.0,9621.0
1237,Toyota,Glanza,Hatchback,7.69,2021,4,2182.0,9621.0
1238,Toyota,Innova,MUV,17.3,2021,4,3600.0,9621.0
1239,Toyota,Urban Cruiser,SUV,8.87,2021,4,2115.0,9621.0
1240,Toyota,Vellfire,Van,89.85,2021,4,25.0,9621.0
1241,Toyota,Yaris,Sedan,9.29,2021,4,285.0,9621.0
1242,Volkswagen,Polo,Hatchback,6.49,2021,4,1197.0,1533.0
1243,Volkswagen,Tiguan,SUV,11.0,2021,4,,1533.0
1244,Volkswagen,T-Roc,SUV,21.35,2021,4,166.0,1533.0
1245,Volkswagen,Vento,Sedan,10.0,2021,4,170.0,1533.0
1246,Datsun,Go,Hatchback,4.03,2021,5,1.0,23.0
1247,Datsun,Go Plus,MUV,4.26,2021,5,,23.0
1248,Datsun,RediGo,Hatchback,3.98,2021,5,22.0,23.0
1249,Honda,Amaze,Sedan,6.39,2021,5,478.0,2032.0
1250,Honda,City,Sedan,11.23,2021,5,1148.0,2032.0
1251,Honda,Civic,Sedan,17.95,2021,5,,2032.0
1252,Honda,CRV,MUV,20.0,2021,5,,2032.0
1253,Honda,Jazz,Hatchback,7.72,2021,5,214.0,2032.0
1254,Honda,WRV,SUV,8.83,2021,5,192.0,2032.0
1255,Hyundai,Alcazar,SUV,16.34,2021,5,1360.0,25001.0
1256,Hyundai,Creta,SUV,10.22,2021,5,7527.0,25001.0
1257,Hyundai,Elantra,Sedan,17.86,2021,5,9.0,25001.0
1258,Hyundai,Grand i10,Hatchback,5.0,2021,5,3804.0,25001.0
1259,Hyundai,i20,Hatchback,4.88,2021,5,3440.0,25001.0
1260,Hyundai,Kona,Electric,23.0,2021,5,7.0,25001.0
1261,Hyundai,Santro,Hatchback,3.13,2021,5,1122.0,25001.0
1262,Hyundai,Tucson,SUV,23.0,2021,5,74.0,25001.0
1263,Hyundai,Venue,SUV,7.0,2021,5,4840.0,25001.0
1264,Hyundai,Verna,Sedan,8.0,2021,5,1181.0,25001.0
1265,Hyundai,"Xcent, Aura",Sedan,6.0,2021,5,1637.0,25001.0
1266,Jeep,Compass,SUV,17.79,2021,5,475.0,475.0
1267,Jeep,Wrangler,SUV,56.33,2021,5,,475.0
1268,Kia,Carnival,Van,25.48,2021,5,146.0,11050.0
1269,Kia,Seltos,SUV,9.95,2021,5,4277.0,11050.0
1270,Kia,Sonet,SUV,9.95,2021,5,6627.0,11050.0
1271,Mahindra,Alturas G4,SUV,28.85,2021,5,9.0,7748.0
1272,Mahindra,Bolero,SUV,8.99,2021,5,3517.0,7748.0
1273,Mahindra,KUV100,SUV,6.19,2021,5,1.0,7748.0
1274,Mahindra,Marazzo,SUV,12.79,2021,5,60.0,7748.0
1275,Mahindra,Scorpio,SUV,13.18,2021,5,1782.0,7748.0
1276,Mahindra,Thar,SUV,13.17,2021,5,1911.0,7748.0
1277,Mahindra,TUV300,SUV,15.0,2021,5,,7748.0
